Serial No.,ScreenTimeHrs,Normalized_Screen_Time_hrs,ZoomMeetings,Normalized_ZoomMeetings_Hrs,StressLevel,Normalized_StressLevels,SleepHours,Normalized_SleepHours,BreaksTaken,Normalized_BreakTaken,ExerciseTime_Mins,Normalized_Exercise_Time,Self_Reported_Stress,Self_Reported_Productivity,Stress_Score,Normalized_StressScore,Burnout_Score,Productivity_Score,Mood,Work_Life_Balance (Out of 100)
753,6,0.2919708029,4,0.4444444444,4,0.3333333333,4.9,0.2714285714,4,0.6666666667,0.21,0.09905660377,4,9,81.24094193,48.47789053,31.8387034,68.1612966,Good,68
754,10.1,0.5912408759,2,0.2222222222,5,0.4444444444,5.5,0.3571428571,0,0,0.08,0.03773584906,5,4,84.68210028,65.56017524,59.56100541,40.43899459,Neutral,40
755,6.1,0.299270073,0,0,3,0.2222222222,6.4,0.4857142857,1,0.1666666667,0.93,0.4386792453,9,5,76.6856028,25.86469111,4.611190902,95.3888091,Very Good,95
756,13.3,0.8248175182,3,0.3333333333,9,0.8888888889,5.2,0.3142857143,3,0.5,0.71,0.3349056604,9,8,85.06093349,67.44074454,90.02903313,9.970966875,Very Bad,10
757,9,0.5109489051,7,0.7777777778,1,0,8.4,0.7714285714,0,0,0.55,0.2594339623,3,2,84.12254685,62.78249109,33.43650903,66.56349097,Good,67
758,8.4,0.4671532847,2,0.2222222222,6,0.5555555556,6.4,0.4857142857,6,1,0.69,0.3254716981,7,3,77.26170955,28.72454774,29.17055677,70.82944323,Good,71
759,6.3,0.3138686131,9,1,6,0.5555555556,5.7,0.3857142857,2,0.3333333333,0.66,0.3113207547,6,6,85.47435549,69.49301636,67.70093979,32.29906021,Bad,32
760,9.4,0.5401459854,1,0.1111111111,10,1,4.5,0.2142857143,0,0,1.14,0.5377358491,4,7,82.42511963,54.35627757,79.66991516,20.33008484,Bad,20
761,6.8,0.3503649635,8,0.8888888889,5,0.4444444444,7.2,0.6,3,0.5,1.15,0.5424528302,5,4,81.64494943,50.48342772,44.39506343,55.60493657,Neutral,56
762,8.2,0.4525547445,9,1,5,0.4444444444,7.2,0.6,4,0.6666666667,0.77,0.3632075472,10,1,83.60605059,60.21854741,55.22246706,44.77753294,Neutral,45
763,13.1,0.8102189781,4,0.4444444444,10,1,5.3,0.3285714286,6,1,0.92,0.4339622642,2,7,83.29332485,58.6661428,87.85452832,12.14547168,Very Bad,12
764,7.8,0.4233576642,6,0.6666666667,5,0.4444444444,3.1,0.01428571429,4,0.6666666667,0.76,0.358490566,7,9,85.35199533,68.88560719,57.8030771,42.1969229,Neutral,42
765,10.3,0.6058394161,1,0.1111111111,6,0.5555555556,7.1,0.5857142857,3,0.5,0.27,0.1273584906,4,1,79.7521348,41.08728985,44.00954436,55.99045564,Neutral,56
766,6.6,0.3357664234,8,0.8888888889,8,0.7777777778,6.2,0.4571428571,6,1,0.88,0.4150943396,2,1,81.15125513,48.03267548,60.35203512,39.64796488,Bad,40
767,7.9,0.4306569343,8,0.8888888889,2,0.1111111111,7,0.5714285714,1,0.1666666667,0.2,0.09433962264,6,1,85.80222673,71.12060485,45.69865535,54.30134465,Neutral,54
768,11.5,0.6934306569,3,0.3333333333,6,0.5555555556,9.4,0.9142857143,6,1,1.03,0.4858490566,2,10,76.3432913,24.16541955,31.12695352,68.87304648,Good,69
769,6.7,0.3430656934,3,0.3333333333,1,0,6.5,0.5,1,0.1666666667,0.1,0.04716981132,10,7,81.24197769,48.48303215,14.64054538,85.35945462,Very Good,85
770,11.6,0.700729927,5,0.5555555556,4,0.3333333333,5.7,0.3857142857,4,0.6666666667,0.64,0.3018867925,2,9,84.49181559,64.61558132,53.32352009,46.67647991,Neutral,47
771,9.4,0.5401459854,9,1,10,1,4.8,0.2571428571,4,0.6666666667,0.08,0.03773584906,7,3,88.52670693,84.64522123,100,0,Very Bad,0
772,6.9,0.3576642336,9,1,3,0.2222222222,6,0.4285714286,3,0.5,0.78,0.3679245283,1,8,84.67637279,65.53174336,44.57755392,55.42244608,Neutral,55
773,9.3,0.5328467153,9,1,9,0.8888888889,6.7,0.5285714286,1,0.1666666667,0.48,0.2264150943,7,9,87.52756868,79.68539016,100,0,Very Bad,0
774,9.9,0.5766423358,5,0.5555555556,3,0.2222222222,6.6,0.5142857143,4,0.6666666667,0.3,0.141509434,10,3,82.86387769,56.53432031,38.56200226,61.43799774,Good,61
775,9.2,0.5255474453,0,0,6,0.5555555556,9.1,0.8714285714,1,0.1666666667,0.71,0.3349056604,5,3,76.27775657,23.84009806,28.69187636,71.30812364,Good,71
776,4.9,0.2116788321,8,0.8888888889,1,0,7.2,0.6,4,0.6666666667,0.21,0.09905660377,1,1,81.36500635,49.09375982,14.94182007,85.05817993,Very Good,85
777,6.5,0.3284671533,1,0.1111111111,6,0.5555555556,6.3,0.4714285714,6,1,0.94,0.4433962264,6,2,74.62854694,15.65324191,14.4750253,85.5249747,Very Good,86
778,7.5,0.401459854,4,0.4444444444,4,0.3333333333,5.4,0.3428571429,0,0,0.5,0.2358490566,7,7,83.88390073,61.59782574,46.8626736,53.1373264,Neutral,53
779,7.9,0.4306569343,8,0.8888888889,8,0.7777777778,6.9,0.5571428571,2,0.3333333333,0.7,0.3301886792,1,3,84.30644955,63.69540409,78.07691231,21.92308769,Bad,22
780,9.2,0.5255474453,3,0.3333333333,9,0.8888888889,5.1,0.3,6,1,0.02,0.009433962264,9,7,81.48440527,49.68646905,69.01083414,30.98916586,Bad,31
781,8.4,0.4671532847,2,0.2222222222,4,0.3333333333,6.8,0.5428571429,5,0.8333333333,0.21,0.09905660377,7,5,78.37689373,34.26044346,21.98457294,78.01542706,Good,78
782,5.3,0.2408759124,6,0.6666666667,10,1,7.2,0.6,0,0,0.27,0.1273584906,1,10,82.4326585,54.3937013,80.5720516,19.4279484,Very Bad,19
783,8.8,0.496350365,5,0.5555555556,10,1,6.2,0.4571428571,5,0.8333333333,0.93,0.4386792453,3,8,80.66275492,45.60770727,72.84870683,27.15129317,Bad,27
784,9.2,0.5255474453,7,0.7777777778,6,0.5555555556,5.6,0.3714285714,4,0.6666666667,1.34,0.6320754717,5,5,83.31129955,58.75537116,58.85959125,41.14040875,Neutral,41
785,9.1,0.5182481752,2,0.2222222222,1,0,3.2,0.02857142857,2,0.3333333333,0.1,0.04716981132,4,3,85.20967552,68.17911617,31.51657365,68.48342635,Good,68
786,10.2,0.598540146,4,0.4444444444,4,0.3333333333,8.2,0.7428571429,2,0.3333333333,1.04,0.4905660377,2,9,80.30250239,43.81937447,34.92648483,65.07351517,Good,65
787,9.7,0.5620437956,9,1,7,0.6666666667,7.1,0.5857142857,4,0.6666666667,0.58,0.2735849057,1,7,85.17371738,68.00061604,77.34616772,22.65383228,Bad,23
788,8.9,0.503649635,3,0.3333333333,1,0,7.1,0.5857142857,4,0.6666666667,0.1,0.04716981132,4,5,80.16210282,43.12241572,11.7041533,88.2958467,Very Good,88
789,7.9,0.4306569343,3,0.3333333333,8,0.7777777778,4.2,0.1714285714,1,0.1666666667,0.02,0.009433962264,7,7,84.89740492,66.62897091,77.17454634,22.82545366,Bad,23
790,4.7,0.197080292,3,0.3333333333,10,1,8.6,0.8,4,0.6666666667,0.18,0.08490566038,4,10,75.23118028,18.64477938,46.12670431,53.87329569,Neutral,54
791,8.9,0.503649635,9,1,6,0.5555555556,5.8,0.4,3,0.5,0.29,0.1367924528,9,9,87.28932654,78.50273023,78.81646238,21.18353762,Bad,21
792,8.4,0.4671532847,7,0.7777777778,5,0.4444444444,6.1,0.4428571429,4,0.6666666667,0.71,0.3349056604,8,5,83.34460862,58.920721,52.48981403,47.51018597,Neutral,48
793,8.5,0.4744525547,5,0.5555555556,10,1,4.9,0.2714285714,3,0.5,0.39,0.1839622642,8,7,84.28169236,63.57250674,88.86727308,11.13272692,Very Bad,11
794,5.4,0.2481751825,2,0.2222222222,9,0.8888888889,3.8,0.1142857143,4,0.6666666667,0.69,0.3254716981,5,9,79.37669043,39.22354311,53.84139445,46.15860555,Neutral,46
795,5.8,0.2773722628,9,1,2,0.1111111111,8.2,0.7428571429,1,0.1666666667,0.85,0.4009433962,1,1,82.56042523,55.0279493,29.67108689,70.32891311,Good,70
796,10.1,0.5912408759,4,0.4444444444,5,0.4444444444,8.4,0.7714285714,3,0.5,0.63,0.2971698113,9,4,80.1078565,42.85313108,40.83264363,59.16735637,Neutral,59
797,7.9,0.4306569343,5,0.5555555556,6,0.5555555556,6.3,0.4714285714,0,0,0.83,0.391509434,2,1,83.41354748,59.26294102,59.42192579,40.57807421,Neutral,41
798,9.4,0.5401459854,4,0.4444444444,7,0.6666666667,5.5,0.3571428571,3,0.5,0.47,0.2216981132,6,8,83.2130801,58.26779911,65.03828892,34.96171108,Bad,35
799,8.1,0.4452554745,5,0.5555555556,5,0.4444444444,5.9,0.4142857143,6,1,0.09,0.04245283019,10,3,81.41290215,49.3315198,42.32658932,57.67341068,Neutral,58
800,8.1,0.4452554745,7,0.7777777778,9,0.8888888889,6,0.4285714286,1,0.1666666667,1.03,0.4858490566,5,2,84.63614265,65.33203652,85.25231559,14.74768441,Very Bad,15
801,9.9,0.5766423358,6,0.6666666667,1,0,4.7,0.2428571429,5,0.8333333333,0.21,0.09905660377,10,4,85.4273398,69.25962534,35.33169378,64.66830622,Good,65
802,7,0.3649635036,4,0.4444444444,7,0.6666666667,6.1,0.4428571429,3,0.5,0.03,0.0141509434,8,3,81.60572968,50.28873661,56.10685484,43.89314516,Neutral,44
803,8.2,0.4525547445,9,1,10,1,6.7,0.5285714286,6,1,0.41,0.1933962264,3,5,83.52339111,59.80821676,87.42821729,12.57178271,Very Bad,13
804,7.1,0.3722627737,5,0.5555555556,7,0.6666666667,8,0.7142857143,6,1,0.04,0.01886792453,6,8,78.37731477,34.26253353,42.75205873,57.24794127,Neutral,57
805,7.1,0.3722627737,3,0.3333333333,4,0.3333333333,6.5,0.5,6,1,0.29,0.1367924528,6,10,77.84212459,31.60579122,17.9332507,82.0667493,Very Good,82
806,7.4,0.3941605839,8,0.8888888889,9,0.8888888889,4.1,0.1571428571,4,0.6666666667,0.67,0.3160377358,10,8,85.86475648,71.43100938,88.17015016,11.82984984,Very Bad,12
807,8.4,0.4671532847,3,0.3333333333,5,0.4444444444,7,0.5714285714,6,1,0.67,0.3160377358,3,7,77.50262,29.92045346,24.56558522,75.43441478,Good,75
808,7,0.3649635036,0,0,4,0.3333333333,6.1,0.4428571429,4,0.6666666667,0.05,0.02358490566,7,8,77.3457716,29.14184095,14.80706449,85.19293551,Very Good,85
809,10.5,0.6204379562,6,0.6666666667,7,0.6666666667,8.6,0.8,5,0.8333333333,0.26,0.1226415094,4,5,81.31381352,48.83963305,60.77344718,39.22655282,Bad,39
810,6.2,0.3065693431,6,0.6666666667,4,0.3333333333,8.6,0.8,1,0.1666666667,1.04,0.4905660377,5,10,79.37009595,39.19080738,27.91617316,72.08382684,Good,72
811,7.6,0.4087591241,3,0.3333333333,3,0.2222222222,8.7,0.8142857143,2,0.3333333333,0.75,0.3537735849,9,10,77.49154452,29.86547358,13.02150432,86.97849568,Very Good,87
812,7.1,0.3722627737,2,0.2222222222,9,0.8888888889,5.7,0.3857142857,4,0.6666666667,1.54,0.7264150943,6,6,76.84236419,26.64287171,45.12492485,54.87507515,Neutral,55
813,10.9,0.6496350365,7,0.7777777778,8,0.7777777778,9.5,0.9285714286,6,1,1.09,0.5141509434,10,8,79.23339739,38.51222084,58.61571824,41.38428176,Neutral,41
814,8.4,0.4671532847,4,0.4444444444,1,0,7,0.5714285714,6,1,1.07,0.5047169811,4,1,77.63679191,30.58649741,0,100,Very Good,100
815,10.1,0.5912408759,9,1,7,0.6666666667,8.9,0.8428571429,0,0,0.19,0.08962264151,8,6,86.81106105,76.12856827,88.39628544,11.60371456,Very Bad,12
816,5,0.2189781022,6,0.6666666667,9,0.8888888889,5.7,0.3857142857,6,1,0.88,0.4150943396,9,6,78.77702271,36.24672727,53.26537077,46.73462923,Neutral,47
817,8.5,0.4744525547,3,0.3333333333,8,0.7777777778,6.1,0.4428571429,1,0.1666666667,0.47,0.2216981132,10,5,82.31487595,53.80901593,67.4141434,32.5858566,Bad,33
818,9.8,0.5693430657,3,0.3333333333,8,0.7777777778,6.9,0.5571428571,3,0.5,0.22,0.1037735849,5,4,81.48786013,49.70361934,65.37082653,34.62917347,Bad,35
819,8.2,0.4525547445,7,0.7777777778,6,0.5555555556,6.7,0.5285714286,3,0.5,0.58,0.2735849057,2,1,83.42485862,59.31909073,60.26888815,39.73111185,Bad,40
820,10.1,0.5912408759,7,0.7777777778,4,0.3333333333,8.4,0.7714285714,6,1,0.97,0.4575471698,6,10,80.13301373,42.97801432,34.29176313,65.70823687,Good,66
821,7,0.3649635036,1,0.1111111111,8,0.7777777778,6.2,0.4571428571,0,0,0.75,0.3537735849,8,8,79.46628673,39.66830889,52.21916392,47.78083608,Neutral,48
822,10.8,0.6423357664,1,0.1111111111,3,0.2222222222,8.2,0.7428571429,4,0.6666666667,0.06,0.02830188679,5,6,78.5895152,35.31591955,20.13283841,79.86716159,Good,80
823,12.6,0.7737226277,2,0.2222222222,9,0.8888888889,7.6,0.6571428571,1,0.1666666667,0.87,0.4103773585,1,3,81.9496851,51.99616877,77.39041367,22.60958633,Bad,23
824,7.3,0.3868613139,2,0.2222222222,2,0.1111111111,6.2,0.4571428571,0,0,0.18,0.08490566038,8,3,81.64962542,50.50663985,23.35483547,76.64516453,Good,77
825,7.1,0.3722627737,0,0,2,0.1111111111,7.5,0.6428571429,4,0.6666666667,0.61,0.2877358491,9,6,74.76216053,16.3165143,0,100,Very Good,100
826,10.9,0.6496350365,2,0.2222222222,7,0.6666666667,5.8,0.4,1,0.1666666667,0.35,0.1650943396,1,7,83.74708412,60.9186532,69.23177095,30.76822905,Bad,31
827,11.2,0.6715328467,5,0.5555555556,10,1,10,1,6,1,0.39,0.1839622642,8,8,78.42392385,34.4939061,68.83494774,31.16505226,Bad,31
828,7,0.3649635036,7,0.7777777778,4,0.3333333333,3,0,3,0.5,0.88,0.4150943396,10,5,86.2114799,73.15218217,54.70703454,45.29296546,Neutral,45
829,7.2,0.3795620438,9,1,10,1,7.5,0.6428571429,1,0.1666666667,0.02,0.009433962264,2,10,85.94836078,71.84603021,99.96599576,0.03400423659,Very Bad,0
830,7.4,0.3941605839,5,0.5555555556,8,0.7777777778,3.9,0.1285714286,6,1,1.47,0.6933962264,4,6,80.58389395,45.21623282,54.81345654,45.18654346,Neutral,45
831,5.3,0.2408759124,4,0.4444444444,9,0.8888888889,6.2,0.4571428571,5,0.8333333333,0.41,0.1933962264,2,1,78.20025358,33.38358252,51.31478895,48.68521105,Neutral,49
832,6.2,0.3065693431,3,0.3333333333,7,0.6666666667,6.4,0.4857142857,2,0.3333333333,0.2,0.09433962264,2,6,80.13595399,42.99261008,48.60260623,51.39739377,Neutral,51
833,6,0.2919708029,2,0.2222222222,5,0.4444444444,8.8,0.8285714286,1,0.1666666667,0.69,0.3254716981,10,9,76.10036092,22.95948672,18.37389358,81.62610642,Very Good,82
834,6.5,0.3284671533,3,0.3333333333,8,0.7777777778,5.5,0.3571428571,2,0.3333333333,0.79,0.3726415094,3,10,80.27029597,43.65949831,54.87424663,45.12575337,Neutral,45
835,7.9,0.4306569343,6,0.6666666667,4,0.3333333333,8.5,0.7857142857,1,0.1666666667,0.45,0.2122641509,8,4,81.83846512,51.4440607,41.3560378,58.6439622,Neutral,59
836,8.5,0.4744525547,0,0,2,0.1111111111,4.7,0.2428571429,2,0.3333333333,0.47,0.2216981132,4,10,80.58154262,45.20456055,16.74747673,83.25252327,Very Good,83
837,11.1,0.6642335766,6,0.6666666667,6,0.5555555556,8.5,0.7857142857,5,0.8333333333,0.71,0.3349056604,7,1,81.01699884,47.36621264,52.91780615,47.08219385,Neutral,47
838,6,0.2919708029,0,0,9,0.8888888889,5.8,0.4,3,0.5,0.38,0.179245283,10,9,77.0027269,27.43892967,45.26667585,54.73332415,Neutral,55
839,10,0.5839416058,1,0.1111111111,1,0,6.6,0.5142857143,4,0.6666666667,1.2,0.5660377358,3,4,77.68320162,30.8168803,0,100,Very Good,100
840,7.6,0.4087591241,3,0.3333333333,10,1,6,0.4285714286,2,0.3333333333,0.92,0.4339622642,10,2,80.25650409,43.5910339,69.65582597,30.34417403,Bad,30
841,7.9,0.4306569343,0,0,7,0.6666666667,8.4,0.7714285714,5,0.8333333333,0.94,0.4433962264,3,1,73.02822253,7.709057293,17.16196772,82.83803228,Very Good,83
842,9.3,0.5328467153,8,0.8888888889,10,1,8.1,0.7285714286,2,0.3333333333,0.02,0.009433962264,2,3,85.23993765,68.32934068,98.81386971,1.186130294,Very Bad,1
843,5.8,0.2773722628,5,0.5555555556,9,0.8888888889,7.2,0.6,3,0.5,0.46,0.2169811321,6,7,79.55024254,40.0850747,59.85826868,40.14173132,Neutral,40
844,8.8,0.496350365,0,0,10,1,4.8,0.2571428571,2,0.3333333333,0.35,0.1650943396,6,10,80.9126501,46.84821414,72.09818272,27.90181728,Bad,28
845,8.3,0.4598540146,0,0,9,0.8888888889,5.4,0.3428571429,5,0.8333333333,0,0,1,2,78.52234967,34.98250256,53.97219326,46.02780674,Neutral,46
846,9,0.5109489051,5,0.5555555556,10,1,5,0.2857142857,6,1,0.68,0.320754717,7,9,81.98520034,52.17247031,77.89263362,22.10736638,Bad,22
847,8.6,0.4817518248,3,0.3333333333,3,0.2222222222,3.1,0.01428571429,5,0.8333333333,0.23,0.108490566,4,2,83.6026036,60.20143619,36.30672674,63.69327326,Good,64
848,12.9,0.795620438,3,0.3333333333,5,0.4444444444,8.4,0.7714285714,0,0,0.83,0.391509434,3,5,82.88540474,56.64118295,56.76418046,43.23581954,Neutral,43
849,6.7,0.3430656934,5,0.5555555556,8,0.7777777778,6,0.4285714286,3,0.5,0.04,0.01886792453,8,8,82.37105825,54.08791099,66.23832915,33.76167085,Bad,34
850,6.9,0.3576642336,6,0.6666666667,8,0.7777777778,6,0.4285714286,6,1,1.36,0.641509434,2,10,78.9153665,36.93348092,49.10585581,50.89414419,Neutral,51
851,6.8,0.3503649635,8,0.8888888889,4,0.3333333333,8.7,0.8142857143,0,0,0.05,0.02358490566,9,8,84.00613541,62.20461201,51.67718382,48.32281618,Neutral,48
852,6.9,0.3576642336,9,1,1,0,5.8,0.4,3,0.5,0.61,0.2877358491,8,3,85.22569894,68.25865815,33.70513703,66.29486297,Good,66
853,6.7,0.3430656934,4,0.4444444444,1,0,5.2,0.3142857143,6,1,0.9,0.4245283019,8,2,78.77381357,36.23079673,0.4425819173,99.55741808,Very Good,100
854,10.4,0.6131386861,8,0.8888888889,4,0.3333333333,6.2,0.4571428571,2,0.3333333333,0.21,0.09905660377,3,9,87.85579537,81.31474317,69.98179227,30.01820773,Bad,30
855,10.8,0.6423357664,3,0.3333333333,6,0.5555555556,4.8,0.2571428571,6,1,0.93,0.4386792453,4,3,81.27816449,48.66266738,48.71894203,51.28105797,Neutral,51
856,6.9,0.3576642336,9,1,8,0.7777777778,7,0.5714285714,5,0.8333333333,0.11,0.05188679245,2,8,83.46433326,59.51504716,73.27926102,26.72073898,Bad,27
857,6.3,0.3138686131,1,0.1111111111,6,0.5555555556,5.9,0.4142857143,0,0,1.23,0.5801886792,2,2,78.39253459,34.33808637,32.57754955,67.42245045,Good,67
858,8.9,0.503649635,2,0.2222222222,9,0.8888888889,5.7,0.3857142857,2,0.3333333333,0.51,0.2405660377,4,3,81.43296236,49.43110084,69.39178433,30.60821567,Bad,31
859,6.9,0.3576642336,0,0,9,0.8888888889,5.6,0.3714285714,5,0.8333333333,0.2,0.09433962264,6,1,76.89452194,26.90178849,45.09687109,54.90312891,Neutral,55
860,9.3,0.5328467153,5,0.5555555556,2,0.1111111111,6.3,0.4714285714,3,0.5,0.35,0.1650943396,5,6,83.34110567,58.90333197,33.41494787,66.58505213,Good,67
861,8.4,0.4671532847,5,0.5555555556,10,1,6.6,0.5142857143,6,1,0.9,0.4245283019,1,7,79.30357837,38.86060688,66.33228184,33.66771816,Bad,34
862,5,0.2189781022,0,0,1,0,5.7,0.3857142857,5,0.8333333333,0.21,0.09905660377,10,4,75.37450699,19.35626878,0,100,Very Good,100
863,11.1,0.6642335766,2,0.2222222222,2,0.1111111111,6,0.4285714286,2,0.3333333333,0.13,0.06132075472,1,1,83.41292576,59.25985475,34.65934554,65.34065446,Good,65
864,11.6,0.700729927,4,0.4444444444,5,0.4444444444,6.4,0.4857142857,0,0,0.39,0.1839622642,6,3,85.94129148,71.81093745,68.23756621,31.76243379,Bad,32
865,6.8,0.3503649635,2,0.2222222222,4,0.3333333333,6.2,0.4571428571,0,0,0.09,0.04245283019,3,9,81.45447323,49.53788317,35.34744438,64.65255562,Good,65
866,7.2,0.3795620438,9,1,4,0.3333333333,6.5,0.5,6,1,1.41,0.6650943396,3,5,81.13524308,47.95318992,34.47183584,65.52816416,Good,66
867,8.6,0.4817518248,2,0.2222222222,9,0.8888888889,5.5,0.3571428571,5,0.8333333333,0.22,0.1037735849,7,6,79.9897255,42.26671592,61.67090763,38.32909237,Bad,38
868,8.7,0.4890510949,9,1,8,0.7777777778,8,0.7142857143,2,0.3333333333,0.92,0.4339622642,1,4,84.10704284,62.70552751,79.23524898,20.76475102,Bad,21
869,9.3,0.5328467153,2,0.2222222222,6,0.5555555556,6.6,0.5142857143,1,0.1666666667,0.6,0.2830188679,1,1,81.19321708,48.24097917,49.77074302,50.22925698,Neutral,50
870,12,0.7299270073,4,0.4444444444,1,0,5.7,0.3857142857,3,0.5,0.01,0.004716981132,10,5,85.75024342,70.86255406,39.90763002,60.09236998,Good,60
871,7.6,0.4087591241,4,0.4444444444,2,0.1111111111,7,0.5714285714,3,0.5,0.5,0.2358490566,3,5,80.128322,42.95472405,17.11015361,82.88984639,Very Good,83
872,6.4,0.3211678832,3,0.3333333333,6,0.5555555556,6.4,0.4857142857,2,0.3333333333,0.89,0.4198113208,8,5,78.9800526,37.25458973,36.30241801,63.69758199,Good,64
873,5.2,0.2335766423,0,0,2,0.1111111111,3.9,0.1285714286,1,0.1666666667,0.41,0.1933962264,1,6,79.86694342,41.65721234,9.622864488,90.37713551,Very Good,90
874,6.5,0.3284671533,4,0.4444444444,10,1,7,0.5714285714,0,0,1.1,0.5188679245,10,2,80.19332682,43.27741506,69.96559134,30.03440866,Bad,30
875,7.9,0.4306569343,9,1,5,0.4444444444,5,0.2857142857,6,1,1.01,0.4764150943,4,1,84.11519468,62.74599411,54.40635227,45.59364773,Neutral,46
876,11.6,0.700729927,4,0.4444444444,5,0.4444444444,7.9,0.7,4,0.6666666667,0.96,0.4528301887,9,2,80.4848674,44.72465426,43.09830296,56.90169704,Neutral,57
877,7,0.3649635036,3,0.3333333333,6,0.5555555556,6.1,0.4428571429,4,0.6666666667,0.27,0.1273584906,4,10,79.59734393,40.31889112,39.39825946,60.60174054,Good,61
878,8.4,0.4671532847,5,0.5555555556,6,0.5555555556,7.7,0.6714285714,6,1,0.04,0.01886792453,10,6,79.66907702,40.67498199,43.064537,56.935463,Neutral,57
879,8,0.4379562044,9,1,6,0.5555555556,5.6,0.3714285714,2,0.3333333333,0.19,0.08962264151,8,5,87.71630957,80.6223205,80.00872896,19.99127104,Very Bad,20
880,10.4,0.6131386861,3,0.3333333333,2,0.1111111111,6.6,0.5142857143,1,0.1666666667,0.6,0.2830188679,7,5,82.88502568,56.63930123,32.36603905,67.63396095,Good,68
881,13.1,0.8102189781,6,0.6666666667,10,1,8.3,0.7571428571,1,0.1666666667,0.77,0.3632075472,3,6,85.2588834,68.42338944,100,0,Very Bad,0
882,6.9,0.3576642336,6,0.6666666667,3,0.2222222222,6.1,0.4428571429,3,0.5,0.59,0.2783018868,7,10,82.25391098,53.50637917,32.60810199,67.39189801,Good,67
883,7,0.3649635036,1,0.1111111111,6,0.5555555556,5.6,0.3714285714,0,0,0.5,0.2358490566,7,7,80.62369913,45.41383005,43.81574972,56.18425028,Neutral,56
884,10.1,0.5912408759,2,0.2222222222,8,0.7777777778,7.5,0.6428571429,5,0.8333333333,0.58,0.2735849057,10,9,78.11965644,32.98348952,49.60592904,50.39407096,Neutral,50
885,9.4,0.5401459854,0,0,1,0,7.5,0.6428571429,1,0.1666666667,0.36,0.1698113208,3,7,78.91269076,36.92019824,6.39348509,93.60651491,Very Good,94
886,11.7,0.7080291971,7,0.7777777778,1,0,5.7,0.3857142857,6,1,1.15,0.5424528302,2,2,84.04698859,62.40741163,31.17237776,68.82762224,Good,69
887,9.2,0.5255474453,8,0.8888888889,2,0.1111111111,3.5,0.07142857143,5,0.8333333333,0.71,0.3349056604,9,6,87.12220102,77.67310095,48.24743192,51.75256808,Neutral,52
888,7.3,0.3868613139,3,0.3333333333,6,0.5555555556,5.6,0.3714285714,4,0.6666666667,1.16,0.5471698113,1,9,78.70850532,35.90659949,34.4587588,65.5412412,Good,66
889,9.2,0.5255474453,5,0.5555555556,9,0.8888888889,7.5,0.6428571429,5,0.8333333333,0.39,0.1839622642,7,7,80.48787936,44.73960596,67.45677604,32.54322396,Bad,33
890,10.2,0.598540146,8,0.8888888889,4,0.3333333333,5.3,0.3285714286,0,0,0.97,0.4575471698,4,2,88.63775246,85.19646333,72.45987806,27.54012194,Bad,28
891,9.6,0.5547445255,5,0.5555555556,3,0.2222222222,6.5,0.5,6,1,1.32,0.6226415094,2,3,79.50132366,39.84223605,21.3873969,78.6126031,Good,79
892,9,0.5109489051,8,0.8888888889,8,0.7777777778,5.5,0.3571428571,0,0,1.16,0.5471698113,2,8,87.17477806,77.93409911,91.22147459,8.778525412,Very Bad,9
893,10.1,0.5912408759,3,0.3333333333,10,1,3.6,0.08571428571,5,0.8333333333,0.05,0.02358490566,8,9,84.46568818,64.48588202,89.09799254,10.90200746,Very Bad,11
894,10.3,0.6058394161,7,0.7777777778,9,0.8888888889,5.5,0.3571428571,2,0.3333333333,0.37,0.1745283019,7,4,87.39202698,79.01254643,99.92329099,0.07670901074,Very Bad,0
895,10.8,0.6423357664,8,0.8888888889,5,0.4444444444,7.5,0.6428571429,1,0.1666666667,0.33,0.1556603774,7,9,87.10230346,77.57432729,75.03011304,24.96988696,Bad,25
896,9.3,0.5328467153,3,0.3333333333,9,0.8888888889,3,0,6,1,0.74,0.3490566038,5,2,82.5989074,55.21897899,71.65633751,28.34366249,Bad,28
897,7.7,0.4160583942,4,0.4444444444,2,0.1111111111,6.9,0.5571428571,2,0.3333333333,0.84,0.3962264151,10,5,80.34075765,44.00927774,18.10246741,81.89753259,Very Good,82
898,8.3,0.4598540146,7,0.7777777778,3,0.2222222222,4.7,0.2428571429,5,0.8333333333,0.08,0.03773584906,8,2,85.3936285,69.09227875,47.32858739,52.67141261,Neutral,53
899,10.4,0.6131386861,9,1,7,0.6666666667,7.4,0.6285714286,1,0.1666666667,0.53,0.25,2,1,87.43614877,79.23157175,89.59784498,10.40215502,Very Bad,10
900,6.4,0.3211678832,5,0.5555555556,7,0.6666666667,7.6,0.6571428571,3,0.5,0.51,0.2405660377,2,5,79.43671627,39.52151791,46.96668875,53.03331125,Neutral,53
901,8.7,0.4890510949,6,0.6666666667,6,0.5555555556,6.2,0.4571428571,2,0.3333333333,1.22,0.5754716981,5,2,82.9314813,56.86991201,57.45267935,42.54732065,Neutral,43
902,7.2,0.3795620438,2,0.2222222222,6,0.5555555556,6.2,0.4571428571,2,0.3333333333,0.24,0.1132075472,1,7,80.13009184,42.96350972,42.35084153,57.64915847,Neutral,58
903,8.1,0.4452554745,6,0.6666666667,2,0.1111111111,5.3,0.3285714286,5,0.8333333333,0.53,0.25,6,8,82.82398332,56.33628032,28.52485228,71.47514772,Good,71
